condition,error_type,rank,path,dataset,source_class,label,prediction,probability
jpeg_90,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img161863.jpg,WildFake_demo,real,0,1,0.99169921875
jpeg_90,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img163762.jpg,WildFake_demo,real,0,1,0.98681640625
jpeg_90,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.98681640625
jpeg_90,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0005660057067871
jpeg_90,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0006070137023925
jpeg_90,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.000704288482666
jpeg_90,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0007977485656738
jpeg_90,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0008330345153808
jpeg_70,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.98779296875
jpeg_70,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.98193359375
jpeg_70,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img163785.jpg,WildFake_demo,real,0,1,0.97802734375
jpeg_70,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.9580078125
jpeg_70,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img159698.jpg,WildFake_demo,real,0,1,0.88330078125
jpeg_70,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0003101825714111
jpeg_70,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0003418922424316
jpeg_70,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0003697872161865
jpeg_70,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0006513595581054
jpeg_70,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/c5097ad662b67c9af001724e3a102d3c.jpg,WildFake_demo,full_synthetic,1,0,0.0006718635559082
jpeg_50,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.99365234375
jpeg_50,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.765625
jpeg_50,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img158984.jpg,WildFake_demo,real,0,1,0.74609375
jpeg_50,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.70263671875
jpeg_50,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161332.jpg,WildFake_demo,real,0,1,0.6376953125
jpeg_50,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0003981590270996
jpeg_50,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/c73db9e07daad5c11b30a46817c09991.jpg,WildFake_demo,full_synthetic,1,0,0.0004935264587402
jpeg_50,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/2bb2b3d160e5311788624d273b772f40.jpg,WildFake_demo,full_synthetic,1,0,0.0005173683166503
jpeg_50,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/ed4740ee61bd78c461b59c8d1ec73304.jpg,WildFake_demo,full_synthetic,1,0,0.0005526542663574
jpeg_50,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/edc0ae92b84620fd57f2a72508c01e67.jpg,WildFake_demo,full_synthetic,1,0,0.0005884170532226
jpeg_30,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img163785.jpg,WildFake_demo,real,0,1,0.900390625
jpeg_30,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159698.jpg,WildFake_demo,real,0,1,0.7373046875
jpeg_30,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img159014.jpg,WildFake_demo,real,0,1,0.68896484375
jpeg_30,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img160377.jpg,WildFake_demo,real,0,1,0.449951171875
jpeg_30,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161332.jpg,WildFake_demo,real,0,1,0.398193359375
jpeg_30,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0002182722091674
jpeg_30,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0002323389053344
jpeg_30,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/f104d8a186f1cc92ce6b17b5d69506bd.jpg,WildFake_demo,full_synthetic,1,0,0.0002341270446777
jpeg_30,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/0a91eb995bc069847ae7f2bbe17f0af5.jpg,WildFake_demo,full_synthetic,1,0,0.0002868175506591
jpeg_30,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/aca2372360c004ec13e7858d32c2e6bd.jpg,WildFake_demo,full_synthetic,1,0,0.000300645828247
blur_0.5,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.99951171875
blur_0.5,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img163818.jpg,WildFake_demo,real,0,1,0.9990234375
blur_0.5,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img160993.jpg,WildFake_demo,real,0,1,0.9990234375
blur_0.5,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img162600.jpg,WildFake_demo,real,0,1,0.998046875
blur_0.5,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161863.jpg,WildFake_demo,real,0,1,0.998046875
blur_0.5,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0005173683166503
blur_0.5,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0006437301635742
blur_0.5,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/129c9496f9fb40acffb64cbdafcdb889.jpg,WildFake_demo,full_synthetic,1,0,0.0006666183471679
blur_0.5,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0007014274597167
blur_0.5,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.000706672668457
blur_1.0,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,1.0
blur_1.0,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img162600.jpg,WildFake_demo,real,0,1,0.99951171875
blur_1.0,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img163762.jpg,WildFake_demo,real,0,1,0.9990234375
blur_1.0,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img161617.jpg,WildFake_demo,real,0,1,0.99853515625
blur_1.0,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img159852.jpg,WildFake_demo,real,0,1,0.99853515625
blur_1.0,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0006413459777832
blur_1.0,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0007014274597167
blur_1.0,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/129c9496f9fb40acffb64cbdafcdb889.jpg,WildFake_demo,full_synthetic,1,0,0.0007181167602539
blur_1.0,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.000770092010498
blur_1.0,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.0009927749633789
blur_2.0,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img163583.jpg,WildFake_demo,real,0,1,1.0
blur_2.0,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img162986.jpg,WildFake_demo,real,0,1,1.0
blur_2.0,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img160451.jpg,WildFake_demo,real,0,1,1.0
blur_2.0,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img160131.jpg,WildFake_demo,real,0,1,0.99951171875
blur_2.0,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img162024.jpg,WildFake_demo,real,0,1,0.99951171875
blur_2.0,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0006384849548339
blur_2.0,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0006437301635742
blur_2.0,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.0006694793701171
blur_2.0,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/129c9496f9fb40acffb64cbdafcdb889.jpg,WildFake_demo,full_synthetic,1,0,0.0007824897766113
blur_2.0,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.001235008239746
scale_0.5,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,1.0
scale_0.5,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img162600.jpg,WildFake_demo,real,0,1,0.99951171875
scale_0.5,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img163762.jpg,WildFake_demo,real,0,1,0.99853515625
scale_0.5,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img162959.jpg,WildFake_demo,real,0,1,0.99853515625
scale_0.5,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img163864.jpg,WildFake_demo,real,0,1,0.998046875
scale_0.5,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0005550384521484
scale_0.5,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0007319450378417
scale_0.5,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.0007948875427246
scale_0.5,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/129c9496f9fb40acffb64cbdafcdb889.jpg,WildFake_demo,full_synthetic,1,0,0.0008201599121093
scale_0.5,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0008692741394042
scale_0.25,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.99609375
scale_0.25,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img162494.jpg,WildFake_demo,real,0,1,0.99560546875
scale_0.25,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img162276.jpg,WildFake_demo,real,0,1,0.9912109375
scale_0.25,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img162283.jpg,WildFake_demo,real,0,1,0.99072265625
scale_0.25,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161393.jpg,WildFake_demo,real,0,1,0.9892578125
scale_0.25,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0005507469177246
scale_0.25,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/bc00fc97be21aeb32cf1b02135f5dbed.jpg,WildFake_demo,full_synthetic,1,0,0.0006613731384277
scale_0.25,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a6fee19a25b72d87e762b8b5ed5986cf.jpg,WildFake_demo,full_synthetic,1,0,0.0007209777832031
scale_0.25,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0007553100585937
scale_0.25,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/129c9496f9fb40acffb64cbdafcdb889.jpg,WildFake_demo,full_synthetic,1,0,0.0007553100585937
noise_0.02,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.02,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.9990234375
noise_0.02,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img162925.jpg,WildFake_demo,real,0,1,0.998046875
noise_0.02,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img161127.jpg,WildFake_demo,real,0,1,0.998046875
noise_0.02,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img159852.jpg,WildFake_demo,real,0,1,0.9970703125
noise_0.02,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0002217292785644
noise_0.02,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0002613067626953
noise_0.02,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/ecc2b25599ad985c691ba6ab332222d5.jpg,WildFake_demo,full_synthetic,1,0,0.0002779960632324
noise_0.02,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/ce6f87ad22b653aa7bdc1c8636a9800e.jpg,WildFake_demo,full_synthetic,1,0,0.000338077545166
noise_0.02,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0003829002380371
noise_0.05,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.05,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159099.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.05,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img162925.jpg,WildFake_demo,real,0,1,0.9990234375
noise_0.05,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img162844.jpg,WildFake_demo,real,0,1,0.9990234375
noise_0.05,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img159599.jpg,WildFake_demo,real,0,1,0.9990234375
noise_0.05,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0002050399780273
noise_0.05,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.0002868175506591
noise_0.05,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0003554821014404
noise_0.05,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.0003859996795654
noise_0.05,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0004289150238037
noise_0.10,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img159099.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.10,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159274.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.10,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img162937.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.10,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img162844.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.10,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161309.jpg,WildFake_demo,real,0,1,0.99951171875
noise_0.10,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0002591609954833
noise_0.10,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0003302097320556
noise_0.10,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/a4c1a07ecb0a5cd6f2ca29572120f434.jpg,WildFake_demo,full_synthetic,1,0,0.000356912612915
noise_0.10,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/5beae974af6ddc04f197246d47818463.jpg,WildFake_demo,full_synthetic,1,0,0.0004582405090332
noise_0.10,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.000523567199707
color_-0.20,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img162572.jpg,WildFake_demo,real,0,1,1.0
color_-0.20,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img160671.jpg,WildFake_demo,real,0,1,1.0
color_-0.20,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img161559.jpg,WildFake_demo,real,0,1,1.0
color_-0.20,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img162681.jpg,WildFake_demo,real,0,1,0.99951171875
color_-0.20,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img159034.jpg,WildFake_demo,real,0,1,0.99951171875
color_-0.20,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/50bcdb27830ca8be95298802a0162ba9.jpg,WildFake_demo,full_synthetic,1,0,0.0002694129943847
color_-0.20,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/0763e21106d9bb5adb44fafdebba1337.jpg,WildFake_demo,full_synthetic,1,0,0.0003366470336914
color_-0.20,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/f3969cbaa698d69874ad67eda89fc187.jpg,WildFake_demo,full_synthetic,1,0,0.0006747245788574
color_-0.20,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/e0913d5b9eb0a2c74bc377d336f276c1.jpg,WildFake_demo,full_synthetic,1,0,0.0011377334594726
color_-0.20,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/8148d0b6ad70932b3f6c4ec560e8c152.jpg,WildFake_demo,full_synthetic,1,0,0.0017614364624023
color_0.20,false_positive,1,WildFake_demo/Images/Real/coco/coco2017/val2017/img163818.jpg,WildFake_demo,real,0,1,1.0
color_0.20,false_positive,2,WildFake_demo/Images/Real/coco/coco2017/val2017/img159707.jpg,WildFake_demo,real,0,1,1.0
color_0.20,false_positive,3,WildFake_demo/Images/Real/coco/coco2017/val2017/img159953.jpg,WildFake_demo,real,0,1,0.99951171875
color_0.20,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img161863.jpg,WildFake_demo,real,0,1,0.99951171875
color_0.20,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img160163.jpg,WildFake_demo,real,0,1,0.9990234375
color_0.20,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/be72f166363120651f31542d4daed408.jpg,WildFake_demo,full_synthetic,1,0,0.0006933212280273
