condition,error_type,rank,path,dataset,source_class,label,prediction,probability
blur_2.0,false_positive,4,WildFake_demo/Images/Real/coco/coco2017/val2017/img160249.jpg,WildFake_demo,real,0,1,0.978515625
blur_2.0,false_positive,5,WildFake_demo/Images/Real/coco/coco2017/val2017/img161605.jpg,WildFake_demo,real,0,1,0.9443359375
blur_2.0,false_positive,6,WildFake_demo/Images/Real/coco/coco2017/val2017/img162652.jpg,WildFake_demo,real,0,1,0.9169921875
blur_2.0,false_positive,7,WildFake_demo/Images/Real/coco/coco2017/val2017/img161956.jpg,WildFake_demo,real,0,1,0.90283203125
blur_2.0,false_positive,8,WildFake_demo/Images/Real/coco/coco2017/val2017/img163859.jpg,WildFake_demo,real,0,1,0.830078125
blur_2.0,false_positive,9,WildFake_demo/Images/Real/coco/coco2017/val2017/img159982.jpg,WildFake_demo,real,0,1,0.7177734375
blur_2.0,false_positive,10,WildFake_demo/Images/Real/coco/coco2017/val2017/img160090.jpg,WildFake_demo,real,0,1,0.71044921875
blur_2.0,false_positive,11,WildFake_demo/Images/Real/coco/coco2017/val2017/img162673.jpg,WildFake_demo,real,0,1,0.5498046875
blur_2.0,false_positive,12,WildFake_demo/Images/Real/coco/coco2017/val2017/img159150.jpg,WildFake_demo,real,0,1,0.359130859375
blur_2.0,false_negative,1,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/11b2a25405796b97e3ad45186efbbd8f.jpg,WildFake_demo,full_synthetic,1,0,0.0106964111328125
blur_2.0,false_negative,2,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/57bec8c81d42da1440153e87f559d83e.jpg,WildFake_demo,full_synthetic,1,0,0.0209197998046875
blur_2.0,false_negative,3,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231102143933b82206831d45b85d/7e2ead9593aac3d45ae64e74cc0642c2.jpg,WildFake_demo,full_synthetic,1,0,0.04986572265625
blur_2.0,false_negative,4,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/c0e184c2affefc0e82da00870916db83.jpg,WildFake_demo,full_synthetic,1,0,0.0709228515625
blur_2.0,false_negative,5,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/d05d6540053eb91682367a67f2cfd46e.jpg,WildFake_demo,full_synthetic,1,0,0.1044921875
blur_2.0,false_negative,6,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/2023110215025084768300d30fc34f/417f36569e81c3bd6e1a60ec9f0c48a8.jpg,WildFake_demo,full_synthetic,1,0,0.1611328125
blur_2.0,false_negative,7,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/cf8b568a413072e7290aeeec0e415ecb.jpg,WildFake_demo,full_synthetic,1,0,0.1937255859375
blur_2.0,false_negative,8,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/202311070924598319e76b1a88ba6c/160acb9076feae89d6c0ef45911b13f7.jpg,WildFake_demo,full_synthetic,1,0,0.22265625
blur_2.0,false_negative,9,WildFake_demo/Images/Diffusion_based/DALLE/Advanced/DALLE3/dalle3/20231103102150b17aad067ad7e034/3dab73a678eda7f744efbfc754de63a3.jpg,WildFake_demo,full_synthetic,1,0,0.29931640625
